Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,MO,2018,"7         ",Male,13,Ambidextrous,163,27,154,3,Bus,"20 ",0.3,54,Baseball/Softball,600,900,1000,1000,0,0,27,"Same length",80,70,"Index finger",October,Summer,No,No,Meat,Water,History,5,2,6,"Yes - broadband connection","Text messaging",9,20,9,4,0,6,7,3,1,12,13,0,0,13,Some,"Graduate degree",Country,Invisibility,Happy,Relative,Health
USA,MO,2019,"12        ",Male,17,Right-Handed,188,26,185,2,Car,7,.3416,31,Walking/Hiking,1000,800,610,1000,500,400,27,"Left foot",95,103,"Ring finger",May,Spring,No,No,Breads/Sandwiches,Coffee,"Mathematics and statistics",6,10,4,"Yes - broadband connection","Cell phone",10,13,10,2,7,30,2,35,5,3,24,0,4,2,"Very little","Graduate degree","Rap/Hip hop",Invisibility,Rich,Relative,"Wildlife, animals"
USA,MO,2017,"6         ",Male,11,Right-Handed,160,20,146,2,Car,10,0.389,60,Athletics,481,1000,636,759,882,749,20,"Same length",6,6,"Same length",February,Summer,Yes,No,Meat,Water,"Mathematics and statistics",8,10,4,"Yes - broadband connection","Cell phone",100,100,10,10,2,5,6,1,24,24,10,5,3,3,"Very little","Graduate degree",Pop,Fly,Famous,"Doctor or nurse","International aid"
USA,MO,2018,"7         ",Male,13,Right-Handed,166,27,157,1,Car,5,0.73,53,Baseball/Softball,500,1000,500,500,1000,1000,28,"Left foot",70,69,"Index finger",December,Summer,No,No,Seafood,"Soft drink (caffeinated)",,9,6,6,"Yes - other","In person",,52,40,8,60,60,120,70,25,100,120,50,0,10,Some,"Graduate degree",Pop,Invisibility,Famous,"Sports person",Health
USA,MO,2012,"7         ",Male,13,Ambidextrous,175,27,177.8,1,Car,15,.234,39,"Martial Arts",700,700,600,600,100,500,27,"Same length",80,85,"Index finger",August,Summer,No,No,Fruit,"Sports drink",Science,7,6,4,"Yes - other","Text messaging",100,100,6,1,5,20,20,2,3,6,4,.5,10,7,Some,"Some college","Rock and roll",Telepathy,Healthy,Relative,Health
USA,MO,2016,"9         ",Male,13,Right-Handed,64,24,65,1,Car,15,.382,48,Basketball,0,800,1000,900,0,1000,24,"Same length",7,7,"Same length",March,Spring,No,No,Poultry,"Soft drink (caffeinated)","Physical education",6,6,5,"No internet connection","In person",50,50,25,0,2,10,11,5,3,6,20,12,0,3,"Very little","Graduate degree",Country,Fly,Happy,Relative,Health
USA,MO,2015,"12        ",Male,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MO,2017,"12        ",Male,18,Right-Handed,184,25,184,1,Car,20,.345,41,Bowling,743,668,610,508,663,947,25,"Same length",86,92,"Ring finger",June,Spring,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)",Science,7,9,4,"Yes - broadband connection","Text messaging",30,35,3,1,8,7,10,9,15,6,50,6,0,3,Some,"Graduate degree",Techno/Electronic,Fly,Happy,"Sports person","Wildlife, animals"
USA,MO,2012,"7         ",Male,13,Right-Handed,162.6,24,160,2,Car,2,0.344,30,Soccer,600,800,500,900,1000,1000,24,"Same length",65,70,"Ring finger",February,Spring,No,No,Seafood,"Powdered drink",Science,8,5,"4 ","Yes - broadband connection","In person",70,62,20,0,5,8,25,2,1,10,1,0,5,1,"Very little","Graduate degree","Rap/Hip hop",Invisibility,Rich,"Sports person","Arts, culture, sports"
USA,MO,2015,"12        ",Male,17,Right-Handed,180,28,137,1,Car,10,.681,54,Athletics,500,500,500,500,1000,1000,28,"Same length",92,95,"Ring finger",December,Winter,No,No,Meat,Water,Music,6,9,3,"Yes - broadband connection",,,,,,,,,,,,,,,,,,,,,,
USA,MO,2017,"12        ",Male,17,Right-Handed,67,25,78,2,Car,15,.29,43,Baseball/Softball,1000,1000,1000,1000,1000,1000,26,"Left foot",82.5,85,"Ring finger",October,Spring,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",7,8,3,"Yes - other","Text messaging",150,250,10,1,1,5,2,3,20,20,15,2,25,1,None,"Graduate degree","Rap/Hip hop",Telepathy,Happy,Relative,Environment
USA,MO,2017,"11        ",Male,17,Ambidextrous,175,26,180,1,Car,13,0.35,34,Walking/Hiking,950,1000,775,800,400,300,27,"Left foot",79,77,"Index finger",January,Winter,No,No,Pizza/Pasta,Water,History,8,9,5,"Yes - broadband connection","Text messaging",13,16,4,1,7,4,2,12,2,1,7,6,15,3,"A lot","Graduate degree","Rock and roll","Freeze time",Happy,"Religious figure",Health
USA,MO,2016,"9         ",Male,15,Right-Handed,180,26,176,1,Bus,8,0.38,56,Swimming,200,50,300,700,500,500,26,"Same length",9,"8 ","Index finger",November,Summer,Yes,No,Meat,"Soft drink (caffeinated)","Computers and technology",9,11,6,"No internet connection","In person",0,0,3,0,1,0,0,0,0,0,0,0,5,0,"Very little","High school","Rap/Hip hop","Super strength",Rich,Other,"Wildlife, animals"
USA,MO,2019,"12        ",Male,17,Right-Handed,173,28,187,1,Car,4,.385,54,"Football (American)",604,412,449,348,476,888,26,"Right foot",11,8,"Index finger",November,Fall,No,No,Meat,"Sports drink","Physical education",7,9,5,"Yes - other","Text messaging",20,50+,4,1,3,5,9,2,4,4,6,7,0,0,"Very little","Graduate degree","Rap/Hip hop",Telepathy,Rich,"Sports person","Wildlife, animals"
USA,MO,2012,"8         ",Male,14,Left-Handed,165.1,25,167,1,Car,8,.266,33,"Football (American)",503,626,599,770,214,150,25,"Same length",74,72,"Index finger",October,Fall,Yes,No,Meat,Water,History,8,11,4,"Yes - broadband connection","In person",2,2,2,1,2,4,10,6,0,1,10,6,2,2,Some,Other,Pop,"Freeze time",Healthy,Relative,"Wildlife, animals"
USA,MO,2015,"12        ",Male,17,Left-Handed,2267,426,185,1,Car,7,0.29,42,Baseball/Softball,299,695,797,449,1000,1000,426,"Same length",13,13,"Same length",January,Summer,Yes,No,Meat,"Sports drink",History,9,10,3,"Yes - broadband connection","In person",200,250,7,.5,0,2,20,8,7,5,35,3,5,0,None,"Graduate degree","Rap/Hip hop",Telepathy,Rich,"Sports person",Other
USA,MO,2014,"12        ",Male,17,Right-Handed,198,29,208,2,Bus,30,.205,37,None,751,628,597,603,999,999,28,"Right foot",100,110,"Ring finger",October,Fall,No,No,Meat,Tea,"Mathematics and statistics",8.5,10,3,"Yes - broadband connection","Internet chat or instant messaging",0,0,0,0,0,.5,0,10,0,0,20,0,0,2,None,"Graduate degree","Heavy metal","Freeze time",Rich,"Musician or singer","Wildlife, animals"
USA,MO,2012,"8         ",Male,14,Right-Handed,170,27,170,1,Car,5,.062,39,Basketball,700,1000,1000,1000,750,900,27,"Same length",65,65,"Same length",February,Spring,Yes,No,Meat,"Sports drink","Physical education",8,10,4,"Yes - broadband connection","Text messaging",10,5,15,1,5,1,50,4,5,6,5,22,0,1,Some,"Graduate degree","Rap/Hip hop",Fly,Rich,"Coach or club leader","Arts, culture, sports"
USA,MO,2018,"6         ",Male,12,Right-Handed,164,23,162,1,Car,45,0.458,41,Basketball,444,567,631,770,1000,1000,22,"Right foot",130,85,"Index finger",February,Summer,No,No,"Rice/Noodle dishes",Water,Music,10,8,5,"Yes - broadband connection","In person",0,507,84,1,7,21,3,2,4,1,7,0,0,1,"A lot",Other,Other,Telepathy,Healthy,Friend,"Education/Youth development"
USA,MO,2019,"12        ",Male,17,Right-Handed,194,29.7,197.5,1,Car,5,.42,43,Other,679,412,267,829,439,770,29.3,"Right foot",11.5,11.8,"Ring finger",January,Fall,Yes,No,Poultry,Water,History,4,6,3,"Yes - broadband connection","In person",70,60,20,5,10,4,14,3,8,5,20,4,13,0,"A lot","Graduate degree","Rock and roll","Freeze time",Happy,Friend,Health
USA,MO,2015,"12        ",Male,17,Right-Handed,76,9,77,2,Car,5,.368,43,Soccer,283,209,212,242,547,498,9,"Left foot",70,72,"Ring finger",March,Spring,Yes,No,Meat,Water,"Mathematics and statistics",8,10,3,"Yes - broadband connection","Text messaging",30,35,21,2,3,7,1,0,0,1,2,15,30,4,Some,"Graduate degree",Pop,"Freeze time",Happy,"Religious figure",Religious
USA,MO,2016,"11        ",Male,15,Right-Handed,77,27.5,72,1,Walk,3,0.3,43,None,300,50,300,50,1000,1000,27.5,"Same length",84,86,"Ring finger",December,Winter,No,No,Meat,Water,"Computers and technology",6,14,3,"Yes - dial-up connection","In person",0,1,6,0,2,0,0,35,0,1,70,0,0,0,None,"Graduate degree",Other,"Freeze time",Happy,Other,"Education/Youth development"
USA,MO,2016,"12        ",Male,17,Right-Handed,174,27,176,1,Car,15,.285,44,Athletics,600,600,701,710,750,800,27,"Same length",100,100,"Ring finger",October,Spring,No,No,Meat,Water,Other,6,8,3,"Yes - broadband connection","Text messaging",100,100,62.5,1,1,15,6,0,40,30,2," 15",1,17,Some,"High school",Pop,Fly,Rich,"Coach or club leader",Religious
USA,MO,2012,"7         ",Male,13,Right-Handed,157.5,24,150,1,Car,35,0.515,52,Basketball,750,600,900,800,500,500,24.5,"Right foot",85,85,"Index finger",October,Summer,No,No,Meat,Water,"Mathematics and statistics",9,5,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",0,0,35,0,5,6,10,3,0,0,3,2,0,1,"Very little","Graduate degree","Rap/Hip hop","Super strength",Happy,Relative,"Education/Youth development"
USA,MO,2017,"6         ",Male,12,Right-Handed,175,30,175,1,Bus,30,0.499,50,Basketball,0,1000,1000,1000,0,0,30,"Same length",60,60,"Same length",February,Summer,No,No,Desserts,"Energy drink",History,8,10,4,"Yes - other","Text messaging",2,7,2,1,1,4,5,0,0,0,1,1,1,2,Some,"High school",Country,"Freeze time",Happy,Relative,"Wildlife, animals"
USA,MO,2019,"12        ",Male,17,Ambidextrous,169,24.5,179,1,Car,6,.36,44,Gymnastics,273,556,203,198,48,545,24.5,"Same length",10.5,11.5,"Ring finger",April,Fall,Yes,No,Poultry,,History,,6-7,8-9,"Yes - dial-up connection","Cell phone",,,10-15,5,4,5,13,2,10-15,4-5,4-5,2-3,15,2-3,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,"Sports person",Health
USA,MO,2018,"7         ",Male,13,Left-Handed,5.6,26.5,158,1,Car,"20 ",4.26,50,Baseball/Softball,500,350,1000,700,0,10,26,"Right foot",80,70.5,"Index finger",May,Summer,No,Yes,Meat,Tea,"Physical education",7,4,4,"Yes - broadband connection","Text messaging",6,8,5,1,0,1,6,2,1,1,1,7,0,1,"Very little","Some college",Country,Invisibility,Healthy,Relative,Health
USA,MO,2015,"12        ",Male,17,Right-Handed,,25,,1,Skateboard/Scooter/Rollerblade,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MO,2014,"12        ",Male,17,Right-Handed,177.8,26.5,171,1,Car,8,.419,69,Basketball,235,0,171,348,1000,1000,26,"Right foot",75,70,"Index finger",September,Summer,Yes,No,Meat,"Energy drink","Physical education",4,12,5,"Yes - other","Cell phone",400,400,8,1,0,0,2,0,3,5,1,2,25,15,"Very little","Graduate degree",Country,Telepathy,Famous,Other,"Education/Youth development"
USA,MO,2019,"12        ",Male,17,Right-Handed,193,34,196,1,Car,15,.5,65,Basketball,500,600,700,650,500,900,31,"Right foot",80,80,"Ring finger",November,Winter,Yes,No,"No favorite",Water,Other,7,7,3,"Yes - other","Text messaging",30,30,30,1,12,20,10,7,6,3,4,20,0,0,,,,,,,
USA,MO,2019,"12        ",Male,17,Right-Handed,171,26,177,1,Car,2,.353,41,Golf,500,1000,600,400,500,800,25,"Right foot",9,"9 1/2","Ring finger",June,Summer,Yes,No,Meat,Water,"Physical education",6,10,6,"Yes - other","Text messaging",5,30,20,7,6,12,17,48,50,6,1,5,15,3,Some,"Some college",Pop,Fly,Famous,Relative,"Arts, culture, sports"
USA,MO,2016,"9         ",Male,15,Right-Handed,171,27,176,1,Walk,1,.354,52,"Martial Arts",100,50,0,1000,90,0,27,"Same length",90,80,"Index finger",February,Summer,No,No,Meat,Coffee,Other,8,10,4,"No internet connection",,10,11,40,1,10,20,20,0,0,0,10,10,20,10,,"Some college",Country,"Freeze time",Rich,"Musician or singer","Wildlife, animals"
USA,MO,2018,"7         ",Male,13,Right-Handed,176,31,172,1,Car,35,.779,56,Baseball/Softball,703,709,1000,980,100,1000,31,"Same length",75,75,"Same length",June,Summer,Yes,No,Seafood,"Soft drink (caffeinated)","Social studies",4,8,5,"Yes - broadband connection","Text messaging",0,5,35,0,0,168,150,28,50,36,50,4,0,1,None,"Less than high school","Rap/Hip hop","Freeze time",Rich,"Sports person","Wildlife, animals"
USA,MO,2017,"6         ",Male,11,Ambidextrous,151,24,149,1,Bus,20,0.367,52,Other,1000,171,100,902,1000,1000,24,"Same length",76,76,"Same length",May,Winter,No,No,Meat,"Soft drink (caffeinated)","Physical education",8,14,3,"No internet connection","Text messaging",4,5,35,10,5,0,10,0,0,10,0,24,0,0,Some,"Graduate degree",Techno/Electronic,Fly,Famous,Relative,"Wildlife, animals"
USA,MO,2020,"11        ",Male,17,Left-Handed,178,26,180,2,Car,6,.328,72,Baseball/Softball,500,500,800,800,1000,1000,27,"Left foot",103,109,"Ring finger",August,Summer,No,No,Meat,Water,"Mathematics and statistics",8,9,4,"Yes - broadband connection","Internet chat or instant messaging",2,3,3,.5,2.5,45,5,3,5,.5,10,6,5,10,Some,"Graduate degree",Country,Fly,Happy,"Sports person",Religious
USA,MO,2016,"9         ",Male,15,Left-Handed,71.7,10,172,,Bus,30,0.322,45,Walking/Hiking,1000,1000,1000,1000,100,50,12.5,"Same length",7.5,8,"Ring finger",May,Spring,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MO,2015,"12        ",Male,16,Right-Handed,185,27,185,1,Car,25,.627,35,Swimming,600,600,600,700,500,800,27,"Same length",101,96,"Index finger",March,Winter,Yes,No,Meat,"Soft drink (caffeinated)",Science,5,10,3,"Yes - broadband connection","Text messaging",20,20,,,,,,,,,,,,,,,,,,,
USA,MO,2014,"12        ",Male,17,Right-Handed,180,31,180,2,Car,15,.79,49,"Table Tennis",650,650,750,800,900,950,31,"Same length",90,100,"Ring finger",September,Winter,Yes,No,"No favorite",Water,"Mathematics and statistics",7,10,3,"Yes - broadband connection","Text messaging",20,30,18,0,10,10,10,18,8,15,18,0,0,5,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,"Religious figure","International aid"
USA,MO,2018,"7         ",Male,13,Right-Handed,197,26,171,1,Bus,28,.529,41,"Football (American)",299,109,364,437,909,1000,25,"Right foot",7.5,6,"Index finger",December,Summer,No,No,Meat,"Energy drink","Physical education",7,3,6,"Yes - broadband connection","Internet chat or instant messaging",25,30,35,2,0,2,12,58,6,0,90,5,0,0,None,"Graduate degree","Rap/Hip hop",Telepathy,Rich,"Musician or singer","Wildlife, animals"
USA,MO,2020,"11        ",Male,17,Right-Handed,177,28,187,1,Car,6,.285,32,Baseball/Softball,350,500,100,600,700,600,27,"Right foot",102,107,"Ring finger",August,Spring,No,No,Meat,Water,"Physical education",8,8,4,"Yes - broadband connection","Internet chat or instant messaging",6,7,5,1,3,7,5,1,2,1,3,4,5,3,Some,"Graduate degree",Country,Fly,Rich,Relative,"Arts, culture, sports"
USA,MO,2012,"7         ",Male,13,Right-Handed,172,27,166,1,Car,3,0.344,32,"Martial Arts",1000,740,877,1000,160,107,27,"Same length",80,85,"Ring finger",December,Spring,No,,"No favorite",Water,"Computers and technology",10,9,3,"Yes - broadband connection","In person",0,0,80,0,2,16,3,21,0,0,21,14,0,2,None,"Graduate degree",Other,Telepathy,Happy,"Musician or singer",Health
USA,MO,2018,"6         ",Male,12,Right-Handed,147,24,158,2,Car,15,0.355,36,"Hockey (Ice)",800,850,400,300,200,100,25,"Left foot",90,90,"Same length",June,Summer,Yes,No,Pizza/Pasta,Milk,"Physical education",7,10,6,"Yes - other","Text messaging",,100,8,1,10,5,12,3,1,1,10,4,0,3,"A lot","Graduate degree",Pop,"Freeze time",Famous,"Coach or club leader","Education/Youth development"
USA,MO,2020,"11        ",Male,17,Ambidextrous,175,26,170,2,Car,20,.373,28,Athletics,700,750,700,475,250,725,25,"Right foot",100,106,"Ring finger",June,Fall,Yes,No,Meat,Water,"Mathematics and statistics",9,10,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",14,26,8,1,8,35,8,3,25,5,25,8,30,8,"A lot","Graduate degree","Rap/Hip hop",Fly,Happy,Relative,Health
USA,MO,2014,"12        ",Male,17,Left-Handed,82,29,54,1,Car,10,0.331,34,Other,0,0,0,0,1000,1000,29,"Same length",9,9,"Index finger",September,Spring,No,No,Meat,Water,"Mathematics and statistics",4,12,4,"Yes - broadband connection","Cell phone",100,100,20,1,3,10,10,0,5,5,5,5,20,5,"Very little","Graduate degree",Other,Fly,Rich,"Business person",Other
USA,MO,2018,"7         ",Male,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MO,2019,"12        ",Male,17,Right-Handed,177,25,150,1,Car,15,0.395,50,Soccer,840,695,444,369,695,754,25,"Same length",85,90,"Ring finger",May,Fall,Yes,No,Pizza/Pasta,Milk,Science,7,10,4,"Yes - broadband connection","Text messaging",10,7,20,1,18,7,8,16,1,3,14,5,2,5,"A lot","Graduate degree","Rock and roll","Freeze time",Healthy,"Sports person",Environment
USA,MO,2018,"11        ",Male,17,Right-Handed,172,24,180,2,Walk,"3 ",.317,39,"Football (American)",535,647,850,824,455,503,24,"Same length",100,108,"Ring finger",May,Fall,No,No,Meat,Juice,Music,8,5,5,"Yes - other","Cell phone",80,84,113.1,2,2,0,11,1,113.1,1,113.1,2,4,3,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,,"Arts, culture, sports"
USA,MO,2018,"7         ",Male,13,Right-Handed,148,28,160,1,Bus,20,.762,54,Walking/Hiking,1000,500,1000,590,650,990,28,"Same length",70.5,60.4,"Index finger",April,Summer,Yes,No,Seafood,Tea,Other,6,2,6,"Yes - other","In person",0,0,5,1,0,1,1,7,0,0,7,3,0,0,"Very little","Graduate degree","Rap/Hip hop","Freeze time",Healthy,Other,Health
USA,MO,2012,"7         ",Male,13,Ambidextrous,158.8,23,153,2,Car,2,.281,48,Golf,100,150,300,300,950,950,25,"Left foot",70,75,"Ring finger",February,Summer,Yes,No,Meat,"Soft drink (caffeinated)",History,6,10,4,"Yes - broadband connection","Text messaging",36,34,3,1,6,2,2,4,1,3,3,1,0,2,Some,"Undergraduate degree","Rap/Hip hop",Invisibility,Happy,"Sports person","Arts, culture, sports"
USA,MO,2018,"12        ",Male,17,Right-Handed,178,29,183,1,Car,23,0.349,42,Swimming,175,175,100,100,1000,1000,29,"Same length",7.62,8.89,"Ring finger",January,Fall,Yes,No,Meat,Milk,"Mathematics and statistics",5,8,5,"Yes - broadband connection","In person",28,40,4,0.5,10,7,12,3,1,2,35,15,0,10,"A lot","Graduate degree","Rock and roll","Freeze time",Famous,Politician,Religious
USA,MO,2016,"12        ",Male,16,Right-Handed,170,24,174,1,Car,3,.288,33,Athletics,700,500,800,800,500,800,24.5,"Left foot",80,77,"Index finger",March,Winter,Yes,No,Poultry,Water,"Physical education",8,9,3,"Yes - other","In person",0,0,10,1,1,0,10,0,1,5,7,10,8,4,Some,"Graduate degree",Country,"Freeze time",Happy,"Coach or club leader","Wildlife, animals"
USA,MO,2015,"12        ",Male,17,Left-Handed,190,30,190,2,Car,7,.396,35,Other,456,763,800,824,900,950,30,"Same length",90,105,"Ring finger",June,Fall,Yes,No,Meat,Water,Science,8,8,3,"Yes - broadband connection","Text messaging",45,45,12,1,3,14,4,9,4,2,4,4,0,9,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Famous,Relative,Environment
USA,MO,2018,"12        ",Male,18,Right-Handed,177,25,187,1,Walk,2,.05,11,Other,500,500,10,500,10,500,26,"Left foot",105,112,"Ring finger",December,Summer,Yes,No,Meat,Water,Other,8,12,2,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",25,25,5,.5,6,2,8,2,3,1,100,0,6,1,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,Other,Health
USA,MO,2017,"11        ",Male,16,Right-Handed,177,23,174,1,Car,7,.3,52,Rowing,900,900,500,700,200,500,27,"Left foot",85,75,"Ring finger",November,Summer,Yes,No,Meat,Juice,,9,7,4,"Yes - other","Text messaging",149,149,10,1,0,2,15,12,20,5,10,8,12,2,"Very little","Undergraduate degree","Rap/Hip hop",Fly,Happy,"Sports person",Health
USA,MO,2017,"6         ",Male,12,Right-Handed,171,25,168,1,Car,15,0.37,36,Basketball,500,400,300,400,600,700,25,"Same length",70,85,"Ring finger",September,Fall,Yes,No,Poultry,Water,"Physical education",10,9,4,"Yes - broadband connection","In person",10,15,5,1,5,15,10,4,0,2,6,4,2,2,"Very little","Graduate degree",Gospel,"Freeze time",Happy,"Sports person",Religious
USA,MO,2018,"7         ",Male,14,Right-Handed,164,28,70,3,Car,3,0.722,53,Bowling,1000,1000,1000,999,0,0,28,"Right foot",95,95,"Same length",March,Summer,Yes,No,Meat,Water,"Mathematics and statistics",10,12,5,"Yes - broadband connection","In person",0,3,56,1,1,15,15,16,0,0,5,7,2,10,"Very little","Graduate degree","Rock and roll",Telepathy,Healthy,Relative,Health
USA,MO,2012,"8         ",Male,14,Right-Handed,169,24,179,1,Bus,20,0.363,.43,Walking/Hiking,1000,1000,1000,1000,0,0,24,"Same length",6.5,7,"Ring finger",August,Summer,Yes,No,Other,"Soft drink (caffeinated)","Physical education",8,8,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",200,200,7,14,7,7,24,0,12,24,24,12,0,4,,"Graduate degree",Pop,Fly,,Relative,Health
USA,MO,2017,"12        ",Male,17,Right-Handed,66,26,77,1,Car,15,.311,35,Lacrosse,900,750,1000,1000,750,1000,25,"Right foot",100,85,"Index finger",August,Fall,Yes,No,Meat,Water,History,6.5,7,3,"Yes - broadband connection","Text messaging",105,200,15,1,5,7,5,0,3,2,2,10,20,0,Some,"Some college","Rap/Hip hop",Invisibility,Rich,"Business person","Wildlife, animals"
USA,MO,2017,"12        ",Male,18,Right-Handed,180,,,1,Car,10,0.378,38,Walking/Hiking,100,50,0,0,50,100,,"Right foot",,,"Ring finger",August,Winter,No,No,Pizza/Pasta,Water,English,7,9,6,"Yes - broadband connection","Text messaging",100,100,8,2,7,20,1,5,3,10,20,10,15,3,Some,"Graduate degree",Pop,Telepathy,Happy,Relative,Religious
USA,MO,2019,"12        ",Male,17,Right-Handed,169,27,177,1,Bus,15,.52,102,Baseball/Softball,895,1000,763,813,549,857,26,"Right foot",100,80,"Index finger",July,Fall,Yes,No,Meat,Other,Other,7,12,4,"Yes - broadband connection","Internet chat or instant messaging",100,100,2,12,0,3,3,5,4,6,14,10,0,2,"A lot","Graduate degree","Punk rock",Telepathy,Happy,"Musician or singer","Arts, culture, sports"
USA,MO,2017,"6         ",Male,12,Left-Handed,150,20,146,1,Walk,1,1.375,40,Soccer,4,4,5,5,5,5,20,"Same length",5,6,,September,Spring,No,No,Meat,Tea,"Computers and technology",27,30,4,"Yes - other","In person",0,1,1,1,2,3,1,3,1,1,1,2,1,1,None,"Less than high school",Other,"Freeze time",Healthy,,Health
USA,MO,2015,"12        ",Male,17,Right-Handed,179,34,174,1,Car,15,3.1,,Other,,,,,,,35,"Right foot",16,18,"Ring finger",June,Fall,Yes,No,Poultry,Water,"Social studies",5,7,5,"Yes - broadband connection","Text messaging",5,10,6,1,20,12,15,20,3,3,20,1,13,5,"A lot","Graduate degree",Techno/Electronic,"Freeze time",Rich,"Business person","Education/Youth development"
USA,MO,2017,"6         ",Male,12,Right-Handed,155,29,151,1,Bus,"20 ",56.0,74,Other,,,,,,,29,"Same length",80,70,"Ring finger",October,Summer,No,No,Meat,"Energy drink","Physical education","7 ",5,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",10,9,2,5,1,10,7,2,2,1,4,5,3,8,"Very little","Graduate degree",Country,Invisibility,Rich,"Sports person","Wildlife, animals"
USA,MO,2016,"9         ",Male,15,Ambidextrous,171,11,176,2,Car,4,.361,74,"Martial Arts",1000,400,1000,1000,200,1000,12,,9,3,"Index finger",January,Fall,No,No,Seafood,"Powdered drink",Art,8,5,2,"Yes - dial-up connection","Cell phone",20,20,10,5,2,7,20,30,40,10,60,100,9,6,"A lot",Other,Techno/Electronic,"Freeze time",Healthy,"Business person","Arts, culture, sports"
USA,MO,2014,"12        ",Male,16,Right-Handed,174,25,165,1,Car,2,.498,38,Tennis,250,250,800,800,780,750,24,"Right foot",75,80,"Ring finger",April,Spring,Yes,No,Meat,Water,"Mathematics and statistics",8,7,4,"Yes - broadband connection","Text messaging",0,0,10,1,4,2,7,8,0,1,5,2,0,2,Some,"Graduate degree",Pop,Telepathy,Happy,"Business person","International aid"
USA,MO,2015,"12        ",Male,15,Right-Handed,180,26,194,1.5,Bus,15,.696,40,Basketball,400,300,300,400,800,1000,26,"Same length",83,88,"Ring finger",September,Fall,No,No,Meat,Water,Art,7,8,5,,,,,,,,,,,,,,,,,,,,,,,
USA,MO,2018,"7         ",Male,13,Right-Handed,120,25,116,1,Car,10,0.396,59,Tennis,,,,,,,25,"Same length",57,48,"Index finger",April,Summer,Yes,No,Pizza/Pasta,Water,Art,10,12,5,"Yes - other","In person",0,0,1,0,1,2,1,3,0,0,1,2,0,1,None,"Graduate degree",Pop,,,,
USA,MO,2016,"11        ",Male,15,Right-Handed,175,26,178,1,Car,1,.24,39,"Football (American)",750,500,500,750,500,750,26,"Same length",75,83,"Ring finger",November,Spring,No,No,Meat,"Sports drink","Mathematics and statistics",9,10,,"Yes - broadband connection","In person",15,15,24,7,2,10,20,3,20,2,6,10,20,5,Some,"Graduate degree",Country,"Super strength",Happy,"Sports person","Wildlife, animals"
USA,MO,2018,"7         ",Male,14,Right-Handed,162,26,160,1,Car,3,.44,64,"Football (American)",1000,998,1000,750,0,0,24,"Right foot",73,75,"Ring finger",November,Fall,No,No,Meat,Water,"Social studies",8,12,6,"Yes - other","In person",0,0,50,1,0,2,5,2,4,0,5,5,8,4,Some,"Some college","Rap/Hip hop",Fly,Rich,"Coach or club leader",Religious
USA,MO,2011,"12        ",Male,17,Right-Handed,182.9,27,182.9,1,Car,5,.316,28,Other,800,900,400,,1000,1000,27,"Same length",90,80,"Index finger",January,Summer,Yes,No,Meat,Water,History,6,11,3,"Yes - broadband connection","Text messaging",600,650,16,1,7,10,5,8,10,110,15,20,0,5,Some,"Graduate degree",Country,Invisibility,Happy,Friend,"Arts, culture, sports"
